GroupName,GroupCat,GroupCode,Sex,SexCode,InvSexCode,IndivCode,IndivID,Vision,VisionCode,InvVisionCode,DateIndex,BirthWeek,DayNum,WeekNum,Season,SeasonCode,MinTemp,MaxTemp,Rainfallmm,EnergyStress,InfDepend,InfDepCode,InvInfDepCode,TimeTravelh,TimeTravelday,YORTotal,CrypTotal,LuminTotal,DimTotal,BrightTotal,UnkLightTotal,PatchTotal
C,1,3,Male,0,1,9,3M2,Di,0,1,5-Jul-06,46,186,27,Dry,0,20,27,0,FALSE,FALSE,0,1,0.584444444,0.0487,0,0,0,0,0,0,0
C,1,3,Female,1,0,3,3F,Tri,1,0,7-Jul-06,46,188,28,Dry,0,21,27,0,FALSE,FALSE,0,1,1.327222222,0.1106,4,1,3,5,5,0,10
C,1,3,Male,0,1,9,3M2,Di,0,1,7-Jul-06,46,188,28,Dry,0,21,27,0,FALSE,FALSE,0,1,0.901944444,0.0752,0,1,0,0,1,0,1
C,1,3,Female,1,0,3,3F,Tri,1,0,14-Jul-06,47,195,29,Dry,0,22,26,0,FALSE,FALSE,0,1,1.379722222,0.115,2,3,2,6,1,0,7
C,1,3,Male,0,1,9,3M2,Di,0,1,14-Jul-06,47,195,29,Dry,0,22,26,0,FALSE,FALSE,0,1,1.073611111,0.0895,1,0,1,3,0,1,4
C,1,3,Female,1,0,3,3F,Tri,1,0,18-Jul-06,47,199,29,Dry,0,0,0,0,FALSE,FALSE,0,1,1.354166667,0.1129,0,2,0,2,4,1,7
C,1,3,Male,0,1,9,3M2,Di,0,1,18-Jul-06,47,199,29,Dry,0,0,0,0,FALSE,FALSE,0,1,1.143888889,0.0953,0,0,0,0,0,0,0
C,1,3,Female,1,0,3,3F,Tri,1,0,20-Jul-06,48,201,30,Dry,0,19,26,0,FALSE,FALSE,0,1,1.189444444,0.0991,2,2,1,1,8,0,9
C,1,3,Male,0,1,9,3M2,Di,0,1,20-Jul-06,48,201,30,Dry,0,19,26,0,FALSE,FALSE,0,1,1.102777778,0.0919,1,0,0,0,2,0,2
C,1,3,Female,1,0,3,3F,Tri,1,0,1-Aug-06,49,213,31,Dry,0,15,22,0,FALSE,FALSE,0,1,1.975,0.1646,2,2,4,8,4,3,15
C,1,3,Male,0,1,9,3M2,Di,0,1,1-Aug-06,49,213,31,Dry,0,15,22,0,FALSE,FALSE,0,1,1.461944444,0.1218,2,0,0,1,2,0,3
C,1,3,Female,1,0,3,3F,Tri,1,0,10-Aug-06,51,222,33,Dry,0,22.5,29,0,FALSE,FALSE,0,1,1.410277778,0.1175,2,1,4,8,2,1,11
C,1,3,Male,0,1,9,3M2,Di,0,1,10-Aug-06,51,222,33,Dry,0,22.5,29,0,FALSE,FALSE,0,1,1.4775,0.1231,0,0,0,1,0,1,2
C,1,3,Female,1,0,3,3F,Tri,1,0,22-Aug-06,52,234,34,Dry,0,19,24,0,FALSE,FALSE,0,1,1.440833333,0.1201,3,2,1,2,3,0,5
C,1,3,Male,0,1,9,3M2,Di,0,1,22-Aug-06,52,234,34,Dry,0,19,24,0,FALSE,FALSE,0,1,1.291388889,0.1076,2,0,1,0,2,0,2
C,1,3,Female,1,0,3,3F,Tri,1,0,14-Sep-06,56,257,38,Dry,0,22,30.5,0,FALSE,FALSE,0,1,2.031388889,0.1693,1,2,2,11,4,2,17
C,1,3,Male,0,1,9,3M2,Di,0,1,14-Sep-06,56,257,38,Dry,0,22,30.5,0,FALSE,FALSE,0,1,1.678055556,0.1398,1,2,2,8,3,0,11
C,1,3,Female,1,0,3,3F,Tri,1,0,5-Oct-06,2,278,41,Wet,1,21,29.5,0.508,TRUE,TRUE,1,0,0.859166667,0.0716,2,1,0,5,4,2,11
C,1,3,Male,0,1,9,3M2,Di,0,1,5-Oct-06,2,278,41,Wet,1,21,29.5,0.508,TRUE,TRUE,1,0,0.744444444,0.062,1,0,1,1,1,0,2
S,0,4,Female,1,0,4,SF,Di,0,1,22-Mar-06,48,81,12,Wet,1,22,25,0.508,FALSE,FALSE,0,1,0.723611111,0.0603,0,0,0,0,0,0,0
S,0,4,Male,0,1,10,SM,Di,0,1,22-Mar-06,48,81,12,Wet,1,22,25,0.508,FALSE,FALSE,0,1,0.711388889,0.0593,0,0,0,1,0,0,1
S,0,4,Female,1,0,4,SF,Di,0,1,28-Mar-06,49,87,13,Wet,1,22,28,0.508,FALSE,FALSE,0,1,0.452222222,0.0377,1,0,1,0,1,0,1
S,0,4,Male,0,1,10,SM,Di,0,1,28-Mar-06,49,87,13,Wet,1,22,28,0.508,FALSE,FALSE,0,1,0.609166667,0.0508,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,5-Apr-06,50,95,14,Wet,1,22,24,31.75,FALSE,FALSE,0,1,0.461388889,0.0385,1,0,1,1,0,0,1
S,0,4,Male,0,1,10,SM,Di,0,1,5-Apr-06,50,95,14,Wet,1,22,24,31.75,FALSE,FALSE,0,1,0.454444444,0.0379,1,1,1,2,0,0,2
S,0,4,Female,1,0,4,SF,Di,0,1,6-Apr-06,50,96,15,Wet,1,23,27,0.508,FALSE,FALSE,0,1,0.596666667,0.0497,0,0,0,0,0,0,0
S,0,4,Male,0,1,10,SM,Di,0,1,6-Apr-06,50,96,15,Wet,1,23,27,0.508,FALSE,FALSE,0,1,0.5925,0.0494,0,1,0,1,0,0,1
S,0,4,Female,1,0,4,SF,Di,0,1,12-Apr-06,51,102,15,Wet,1,21,23,0.508,FALSE,FALSE,0,1,0.3875,0.0323,0,0,0,0,0,0,0
S,0,4,Male,0,1,10,SM,Di,0,1,12-Apr-06,51,102,15,Wet,1,21,23,0.508,FALSE,FALSE,0,1,0.410277778,0.0342,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,20-Apr-06,52,110,17,Wet,1,21,25,0,FALSE,FALSE,0,1,1.430555556,0.1192,0,0,0,0,0,0,0
S,0,4,Male,0,1,10,SM,Di,0,1,20-Apr-06,52,110,17,Wet,1,21,25,0,FALSE,FALSE,0,1,1.418888889,0.1182,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,8-May-06,55,128,19,Dry,0,20,21,0,FALSE,FALSE,0,1,0.444722222,0.0371,0,0,0,0,0,0,0
S,0,4,Male,0,1,10,SM,Di,0,1,8-May-06,55,128,19,Dry,0,20,21,0,FALSE,FALSE,0,1,0.530833333,0.0442,0,1,0,1,0,0,1
S,0,4,Female,1,0,4,SF,Di,0,1,10-May-06,55,130,19,Dry,0,18,21,0,FALSE,FALSE,0,1,0.4125,0.0344,0,0,0,0,0,1,1
S,0,4,Male,0,1,10,SM,Di,0,1,10-May-06,55,130,19,Dry,0,18,21,0,FALSE,FALSE,0,1,0.449166667,0.0374,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,19-May-06,56,139,21,Dry,0,21,26,0,FALSE,FALSE,0,1,1.779722222,0.1483,2,0,1,1,1,1,3
S,0,4,Male,0,1,10,SM,Di,0,1,19-May-06,56,139,21,Dry,0,21,26,0,FALSE,FALSE,0,1,1.6525,0.1377,0,0,1,1,0,0,1
S,0,4,Female,1,0,4,SF,Di,0,1,30-Jun-06,62,181,27,Dry,0,20,24,0,FALSE,FALSE,0,1,0.108055556,0.009,0,0,0,0,0,0,0
S,0,4,Male,0,1,10,SM,Di,0,1,30-Jun-06,62,181,27,Dry,0,20,24,0,FALSE,FALSE,0,1,0.133888889,0.0112,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,10-Jul-06,64,191,28,Dry,0,20,28,0,FALSE,FALSE,0,1,0.235833333,0.0197,0,1,0,0,1,0,1
S,0,4,Male,0,1,10,SM,Di,0,1,10-Jul-06,64,191,28,Dry,0,20,28,0,FALSE,FALSE,0,1,0.295277778,0.0246,0,1,0,1,0,0,1
S,0,4,Female,1,0,4,SF,Di,0,1,11-Jul-06,64,192,28,Dry,0,22,29,0,FALSE,FALSE,0,1,0.438055556,0.0365,0,0,0,0,0,1,1
S,0,4,Male,0,1,10,SM,Di,0,1,11-Jul-06,64,192,28,Dry,0,22,29,0,FALSE,FALSE,0,1,0.499166667,0.0416,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,12-Jul-06,64,193,28,Dry,0,23,30,0,FALSE,FALSE,0,1,0.400555556,0.0334,0,1,0,1,1,0,2
S,0,4,Male,0,1,10,SM,Di,0,1,12-Jul-06,64,193,28,Dry,0,23,30,0,FALSE,FALSE,0,1,0.203055556,0.0169,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,3-Aug-06,67,215,32,Dry,0,19,27,0,FALSE,FALSE,0,1,0.481944444,0.0402,0,0,0,0,0,0,0
S,0,4,Male,0,1,10,SM,Di,0,1,3-Aug-06,67,215,32,Dry,0,19,27,0,FALSE,FALSE,0,1,0.511388889,0.0426,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,15-Aug-06,2,227,33,Dry,0,22,30,0,TRUE,TRUE,1,0,0.538333333,0.0449,0,1,0,2,0,0,2
S,0,4,Male,0,1,10,SM,Di,0,1,15-Aug-06,2,227,33,Dry,0,22,30,0,TRUE,TRUE,1,0,0.583611111,0.0486,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,16-Aug-06,2,228,33,Dry,0,22.5,26,0,TRUE,TRUE,1,0,1.201666667,0.1001,0,1,0,2,0,0,2
S,0,4,Male,0,1,10,SM,Di,0,1,16-Aug-06,2,228,33,Dry,0,22.5,26,0,TRUE,TRUE,1,0,1.175,0.0979,0,1,0,1,0,1,2
S,0,4,Female,1,0,4,SF,Di,0,1,29-Aug-06,4,241,35,Dry,0,18,22,13.97,TRUE,TRUE,1,0,0.721111111,0.0601,0,0,0,0,0,0,0
S,0,4,Male,0,1,10,SM,Di,0,1,29-Aug-06,4,241,35,Dry,0,18,22,13.97,TRUE,TRUE,1,0,0.711944444,0.0593,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,31-Aug-06,4,243,36,Dry,0,20,29,6.35,TRUE,TRUE,1,0,0.725,0.0604,0,0,0,0,1,0,1
S,0,4,Male,0,1,10,SM,Di,0,1,31-Aug-06,4,243,36,Dry,0,20,29,6.35,TRUE,TRUE,1,0,0.765277778,0.0638,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,5-Sep-06,5,248,36,Dry,0,16,21,0,TRUE,TRUE,1,0,0.366666667,0.0306,0,0,0,0,0,1,1
S,0,4,Male,0,1,10,SM,Di,0,1,5-Sep-06,5,248,36,Dry,0,16,21,0,TRUE,TRUE,1,0,0.343055556,0.0286,0,0,0,0,0,0,0
S,0,4,Female,1,0,4,SF,Di,0,1,12-Sep-06,6,255,37,Dry,0,20,29,0,TRUE,TRUE,1,0,1.163055556,0.0969,0,1,0,7,1,1,9
S,0,4,Male,0,1,10,SM,Di,0,1,12-Sep-06,6,255,37,Dry,0,20,29,0,TRUE,TRUE,1,0,1.295,0.1079,0,1,0,2,0,0,2
S,0,4,Female,1,0,4,SF,Di,0,1,13-Sep-06,6,256,37,Dry,0,22,29,0,TRUE,TRUE,1,0,0.911944444,0.076,0,4,0,4,0,0,4
S,0,4,Male,0,1,10,SM,Di,0,1,13-Sep-06,6,256,37,Dry,0,22,29,0,TRUE,TRUE,1,0,0.695277778,0.0579,0,1,0,0,1,0,1
S,0,4,Female,1,0,4,SF,Di,0,1,2-Oct-06,8,275,40,Wet,1,22.5,28,0,TRUE,TRUE,1,0,0.826111111,0.0688,0,0,0,3,0,0,3
S,0,4,Male,0,1,10,SM,Di,0,1,2-Oct-06,8,275,40,Wet,1,22.5,28,0,TRUE,TRUE,1,0,0.876388889,0.073,0,1,0,0,1,0,1
W,1,5,Female,1,0,5,WF,Tri,1,0,8-Feb-06,50,39,6,Wet,1,21,26,7.62,FALSE,FALSE,0,1,1.440833333,0.1201,0,3,0,1,3,2,6
W,1,5,Male,0,1,11,WM1,Di,0,1,8-Feb-06,50,39,6,Wet,1,21,26,7.62,FALSE,FALSE,0,1,1.320277778,0.11,0,0,1,1,0,0,1
W,1,5,Female,1,0,5,WF,Tri,1,0,17-Feb-06,51,48,8,Wet,1,22,30,0,FALSE,FALSE,0,1,1.2825,0.1069,0,0,0,1,0,0,1
W,1,5,Male,0,1,11,WM1,Di,0,1,17-Feb-06,51,48,8,Wet,1,22,30,0,FALSE,FALSE,0,1,1.543055556,0.1286,0,0,0,1,0,1,2
W,1,5,Female,1,0,5,WF,Tri,1,0,21-Feb-06,52,52,8,Wet,1,23,25,12.7,FALSE,FALSE,0,1,1.219722222,0.1016,0,2,0,1,1,0,2
W,1,5,Male,0,1,11,WM1,Di,0,1,21-Feb-06,52,52,8,Wet,1,23,25,12.7,FALSE,FALSE,0,1,1.116111111,0.093,1,0,1,0,1,0,1
W,1,5,Female,1,0,5,WF,Tri,1,0,23-Feb-06,52,54,8,Wet,1,23,28,0,FALSE,FALSE,0,1,1.743888889,0.1453,1,1,0,1,2,0,3
W,1,5,Male,0,1,11,WM1,Di,0,1,23-Feb-06,52,54,8,Wet,1,23,28,0,FALSE,FALSE,0,1,1.804166667,0.1504,0,1,0,2,1,0,3
W,1,5,Female,1,0,5,WF,Tri,1,0,16-Mar-06,55,75,12,Wet,1,22,26,1.27,FALSE,FALSE,0,1,2.042222222,0.1702,1,9,0,4,6,0,10
W,1,5,Male,0,1,12,WM2,Di,0,1,16-Mar-06,55,75,12,Wet,1,22,26,1.27,FALSE,FALSE,0,1,2.111666667,0.176,0,1,0,0,1,3,4
W,1,5,Female,1,0,5,WF,Tri,1,0,23-Mar-06,56,82,13,Wet,1,22,29,0,FALSE,FALSE,0,1,2.497222222,0.2081,0,4,0,1,8,4,13
W,1,5,Male,0,1,12,WM2,Di,0,1,23-Mar-06,56,82,13,Wet,1,22,29,0,FALSE,FALSE,0,1,2.241388889,0.1868,0,1,0,1,3,2,6
W,1,5,Female,1,0,5,WF,Tri,1,0,10-Apr-06,59,100,15,Wet,1,21,25,11.43,FALSE,FALSE,0,1,0.335833333,0.028,0,0,0,0,0,0,0
W,1,5,Male,0,1,12,WM2,Di,0,1,10-Apr-06,59,100,15,Wet,1,21,25,11.43,FALSE,FALSE,0,1,0.326111111,0.0272,0,0,0,0,0,0,0
W,1,5,Female,1,0,5,WF,Tri,1,0,19-Apr-06,60,109,16,Wet,1,19,23,0,FALSE,FALSE,0,1,1.451666667,0.121,1,1,0,2,1,0,3
W,1,5,Male,0,1,12,WM2,Di,0,1,19-Apr-06,60,109,16,Wet,1,19,23,0,FALSE,FALSE,0,1,1.490833333,0.1242,0,0,0,1,3,0,4
W,1,5,Female,1,0,5,WF,Tri,1,0,21-Apr-06,60,111,17,Wet,1,21,26,0,FALSE,FALSE,0,1,2.080555556,0.1734,0,3,0,2,5,3,10
W,1,5,Male,0,1,12,WM2,Di,0,1,21-Apr-06,60,111,17,Wet,1,21,26,0,FALSE,FALSE,0,1,1.812222222,0.151,1,0,1,1,0,0,1
W,1,5,Female,1,0,5,WF,Tri,1,0,5-May-06,62,125,19,Dry,0,18,23,0,FALSE,FALSE,0,1,1.563055556,0.1303,2,7,1,5,7,2,14
W,1,5,Male,0,1,12,WM2,Di,0,1,5-May-06,62,125,19,Dry,0,18,23,0,FALSE,FALSE,0,1,1.453055556,0.1211,0,0,0,1,0,0,1
W,1,5,Female,1,0,5,WF,Tri,1,0,9-May-06,63,129,19,Dry,0,19,21,0,FALSE,FALSE,0,1,1.275833333,0.1063,0,0,0,2,0,1,3
W,1,5,Male,0,1,12,WM2,Di,0,1,9-May-06,63,129,19,Dry,0,19,21,0,FALSE,FALSE,0,1,1.485277778,0.1238,0,1,0,1,0,0,1
W,1,5,Female,1,0,5,WF,Tri,1,0,18-May-06,64,138,21,Dry,0,20,26,0,FALSE,FALSE,0,1,1.289722222,0.1075,0,4,0,2,4,0,6
W,1,5,Male,0,1,12,WM2,Di,0,1,18-May-06,64,138,21,Dry,0,20,26,0,FALSE,FALSE,0,1,1.406666667,0.1172,0,0,0,0,0,0,0
W,1,5,Female,1,0,5,WF,Tri,1,0,22-May-06,65,142,21,Dry,0,15,20,22.86,FALSE,FALSE,0,1,0.408611111,0.0341,0,1,0,1,0,2,3
W,1,5,Male,0,1,12,WM2,Di,0,1,22-May-06,65,142,21,Dry,0,15,20,22.86,FALSE,FALSE,0,1,0.466666667,0.0389,0,3,0,3,0,0,3
W,1,5,Female,1,0,5,WF,Tri,1,0,3-Jul-06,71,184,27,Dry,0,20,27,0,FALSE,FALSE,0,1,1.611944444,0.1343,0,5,0,5,3,0,8
W,1,5,Male,0,1,12,WM2,Di,0,1,3-Jul-06,71,184,27,Dry,0,20,27,0,FALSE,FALSE,0,1,1.469166667,0.1224,0,0,0,1,0,0,1
W,1,5,Female,1,0,5,WF,Tri,1,0,4-Jul-06,71,185,27,Dry,0,20,27,0,FALSE,FALSE,0,1,1.235277778,0.1029,0,1,0,6,1,0,7
W,1,5,Male,0,1,12,WM2,Di,0,1,4-Jul-06,71,185,27,Dry,0,20,27,0,FALSE,FALSE,0,1,1.006944444,0.0839,0,0,0,0,0,0,0
W,1,5,Female,1,0,5,WF,Tri,1,0,19-Jul-06,73,200,29,Dry,0,20,27,0,FALSE,FALSE,0,1,1.888888889,0.1574,0,1,0,1,2,1,4
W,1,5,Male,0,1,12,WM2,Di,0,1,19-Jul-06,73,200,29,Dry,0,20,27,0,FALSE,FALSE,0,1,1.626111111,0.1355,0,1,0,1,2,0,3
W,1,5,Female,1,0,5,WF,Tri,1,0,21-Jul-06,1,202,30,Dry,0,19,27.5,0,TRUE,TRUE,1,0,0.920555556,0.0767,2,2,1,6,5,0,11
W,1,5,Male,0,1,12,WM2,Di,0,1,21-Jul-06,1,202,30,Dry,0,19,27.5,0,TRUE,TRUE,1,0,0.613333333,0.0511,0,0,0,0,0,0,0
W,1,5,Female,1,0,5,WF,Tri,1,0,31-Jul-06,2,212,31,Dry,0,15,19,0,TRUE,TRUE,1,0,0.834722222,0.0696,0,0,0,4,5,1,10
W,1,5,Male,0,1,12,WM2,Di,0,1,31-Jul-06,2,212,31,Dry,0,15,19,0,TRUE,TRUE,1,0,0.428611111,0.0357,0,0,0,0,0,0,0
W,1,5,Female,1,0,5,WF,Tri,1,0,4-Aug-06,3,216,32,Dry,0,20,28,0,TRUE,TRUE,1,0,1.133888889,0.0945,3,2,2,7,9,1,17
W,1,5,Male,0,1,12,WM2,Di,0,1,4-Aug-06,3,216,32,Dry,0,20,28,0,TRUE,TRUE,1,0,0.825,0.0688,0,0,0,0,0,0,0
W,1,5,Female,1,0,5,WF,Tri,1,0,8-Aug-06,3,220,32,Dry,0,21,29,0,TRUE,TRUE,1,0,1.334444444,0.1112,1,5,1,10,5,0,15
W,1,5,Male,0,1,12,WM2,Di,0,1,8-Aug-06,3,220,32,Dry,0,21,29,0,TRUE,TRUE,1,0,1.107222222,0.0923,0,0,0,0,0,0,0
W,1,5,Female,1,0,5,WF,Tri,1,0,30-Aug-06,6,242,35,Dry,0,19,26,0,TRUE,TRUE,1,0,1.065277778,0.0888,1,4,1,10,3,0,13
W,1,5,Male,0,1,12,WM2,Di,0,1,30-Aug-06,6,242,35,Dry,0,19,26,0,TRUE,TRUE,1,0,0.6825,0.0569,0,0,0,0,0,0,0
W,1,5,Female,1,0,5,WF,Tri,1,0,19-Sep-06,9,262,38,Dry,0,22,30,0,TRUE,TRUE,1,0,1.022222222,0.0852,2,5,2,7,2,1,10
W,1,5,Male,0,1,12,WM2,Di,0,1,19-Sep-06,9,262,38,Dry,0,22,30,0,TRUE,TRUE,1,0,0.869166667,0.0724,1,0,1,1,0,0,1
W,1,5,Female,1,0,5,WF,Tri,1,0,6-Oct-06,12,279,41,Wet,1,21.5,26,7.62,TRUE,TRUE,1,0,0.3525,0.0294,0,2,0,2,0,1,3
W,1,5,Male,0,1,12,WM2,Di,0,1,6-Oct-06,12,279,41,Wet,1,21.5,26,7.62,TRUE,TRUE,1,0,0.350833333,0.0292,0,0,0,0,0,0,0
